Starting new run: Thu Jul 06 15:08:57 2023

alphaCam;alphaDotCam;systemTime
0.005405;-0.001891;Thu Jul 06 15:09:06 2023
0.005405;0.000000;Thu Jul 06 15:09:06 2023
0.005435;0.001892;Thu Jul 06 15:09:06 2023
0.000000;-0.349992;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.005405;0.348411;Thu Jul 06 15:09:06 2023
0.000000;-0.348529;Thu Jul 06 15:09:06 2023
0.005405;0.348616;Thu Jul 06 15:09:06 2023
0.010929;0.356266;Thu Jul 06 15:09:06 2023
0.005435;-0.353943;Thu Jul 06 15:09:06 2023
0.000000;-0.349214;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.005435;0.348132;Thu Jul 06 15:09:06 2023
0.010869;0.347766;Thu Jul 06 15:09:06 2023
0.000000;-0.695723;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.005405;0.346108;Thu Jul 06 15:09:06 2023
0.000000;-0.346186;Thu Jul 06 15:09:06 2023
0.005435;0.347634;Thu Jul 06 15:09:06 2023
0.000000;-0.347642;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.005435;0.346782;Thu Jul 06 15:09:06 2023
0.005405;-0.001871;Thu Jul 06 15:09:06 2023
0.000000;-0.344456;Thu Jul 06 15:09:06 2023
0.005405;0.344616;Thu Jul 06 15:09:06 2023
0.005405;0.000000;Thu Jul 06 15:09:06 2023
0.005435;0.001873;Thu Jul 06 15:09:06 2023
0.000000;-0.346617;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:07 2023
0.000000;0.000000;Thu Jul 06 15:09:07 2023
0.005405;0.345495;Thu Jul 06 15:09:07 2023
0.005405;0.000000;Thu Jul 06 15:09:07 2023
0.000000;-0.345797;Thu Jul 06 15:09:07 2023
0.000000;0.000000;Thu Jul 06 15:09:07 2023
0.005405;0.345790;Thu Jul 06 15:09:07 2023
0.000000;-0.346007;Thu Jul 06 15:09:07 2023
0.000000;0.000000;Thu Jul 06 15:09:07 2023
-0.005435;-0.348096;Thu Jul 06 15:09:07 2023
0.000000;0.347826;Thu Jul 06 15:09:07 2023
0.005435;0.348037;Thu Jul 06 15:09:07 2023
