Starting new run: Thu Jul 06 14:47:08 2023

alphaCam;alphaDotCam;systemTime
0.000000;-0.345594;Thu Jul 06 14:47:18 2023
0.005291;0.345605;Thu Jul 06 14:47:18 2023
0.000000;-0.345578;Thu Jul 06 14:47:18 2023
0.005263;0.343731;Thu Jul 06 14:47:18 2023
0.000000;-0.343748;Thu Jul 06 14:47:18 2023
0.000000;0.000000;Thu Jul 06 14:47:18 2023
0.000000;0.000000;Thu Jul 06 14:47:18 2023
0.005319;0.347320;Thu Jul 06 14:47:18 2023
0.000000;-0.347293;Thu Jul 06 14:47:18 2023
0.005291;0.345470;Thu Jul 06 14:47:18 2023
0.005319;0.001837;Thu Jul 06 14:47:18 2023
0.000000;-0.347245;Thu Jul 06 14:47:18 2023
0.000000;0.000000;Thu Jul 06 14:47:18 2023
0.000000;0.000000;Thu Jul 06 14:47:18 2023
0.000000;0.000000;Thu Jul 06 14:47:18 2023
0.005291;0.345377;Thu Jul 06 14:47:18 2023
0.000000;-0.345399;Thu Jul 06 14:47:18 2023
