Starting new run:  K= -1.000000, -1.661800, 36.745900, -1.622700, 3.242100 - Fri Jun 30 12:02:20 2023

alphaQube;alphaDotQube;thetaQube;thetaDotQube;z;thetaTarget;p1x;p1y;p2x;p2y;alphaCam;alphaDotCam;cameraAngle;twoDotCheck;Kx;KxCam;alphaFiltered;alphaDotFiltered;camControl;systemTime
0.003068;-0.460194;0.006136;-0.460194;0.153459;0.000000;62.500000;83.500000;251.500000;81.500000;0.010582;0.788663;0.606282;1;-0.796160;0.789023;0.007156;0.185343;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;0.006136;0.000000;0.153500;0.000000;62.500000;82.500000;251.500000;81.500000;0.005291;-0.792868;0.303149;1;-0.050962;0.122476;0.007398;0.105256;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;0.006136;0.000000;0.153541;0.000000;63.500000;81.500000;251.500000;81.500000;0.000000;-0.792903;0.000000;1;-0.051003;0.108125;0.003935;-0.086628;0;Fri Jun 30 12:02:36 2023
0.006136;0.460194;0.006136;0.000000;0.153582;0.000000;62.500000;82.500000;251.500000;81.500000;0.005291;0.792894;0.303149;1;1.553687;-0.019198;0.003383;-0.224802;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.006136;0.000000;0.153623;0.000000;62.500000;82.500000;251.500000;81.500000;0.005291;0.000000;0.303149;1;0.061650;-0.028541;0.004814;-0.211254;0;Fri Jun 30 12:02:36 2023
0.003068;-0.460194;0.006136;0.000000;0.153664;0.000000;62.500000;82.500000;251.500000;81.500000;0.005291;0.000000;0.303149;1;-1.543121;0.028645;0.004737;0.052130;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;0.003068;-0.460194;0.153684;0.000000;63.500000;81.500000;251.500000;81.500000;0.000000;-0.792930;0.000000;1;0.700709;0.762050;0.002987;0.001388;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;0.003068;0.000000;0.153705;0.000000;62.500000;82.500000;251.500000;81.500000;0.005291;0.792931;0.303149;1;-0.046068;-0.049028;0.003058;0.022669;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;0.003068;0.000000;0.153725;0.000000;62.500000;80.500000;252.500000;81.500000;-0.005263;-1.581681;-0.301554;1;-0.046089;-0.046448;0.001102;-0.309800;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;0.003068;0.000000;0.153746;0.000000;62.500000;82.500000;251.500000;81.500000;0.005291;1.581697;0.303149;1;-0.046109;-0.114764;0.000159;-0.060805;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;0.003068;0.000000;0.153766;0.000000;63.500000;80.500000;251.500000;81.500000;-0.005319;-1.590099;-0.304762;1;-0.046130;-0.158865;-0.000433;-0.290560;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;0.003068;0.000000;0.153787;0.000000;62.500000;80.500000;252.500000;81.500000;-0.005263;0.008391;-0.301554;1;-0.046150;-0.160290;-0.004208;-0.147355;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;-0.000000;-0.460194;0.153787;0.000000;62.500000;81.500000;251.500000;81.500000;0.000000;0.788750;0.000000;1;0.705706;0.438331;-0.002675;-0.145341;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;-0.000000;0.000000;0.153787;0.000000;62.500000;80.500000;251.500000;80.500000;0.000000;0.000000;0.000000;1;-0.041052;-0.252068;-0.000491;0.032865;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;-0.000000;0.000000;0.153787;0.000000;62.500000;81.500000;250.500000;80.500000;0.005319;0.797138;0.304762;1;-0.041052;-0.153787;0.001653;0.381867;0;Fri Jun 30 12:02:36 2023
0.000000;-0.460194;-0.000000;0.000000;0.153787;0.000000;61.500000;81.500000;251.500000;80.500000;0.005263;-0.008391;0.301554;1;-1.645782;-0.087667;0.004129;0.430790;0;Fri Jun 30 12:02:36 2023
0.000000;0.000000;-0.003068;-0.460194;0.153766;0.000000;62.500000;80.500000;251.500000;80.500000;0.000000;-0.788761;0.000000;1;0.598089;0.763215;0.003164;0.220154;0;Fri Jun 30 12:02:36 2023
0.003068;0.460194;-0.000000;0.460194;0.153766;0.000000;62.500000;81.500000;251.500000;80.500000;0.005291;0.792943;0.303149;1;0.704207;-0.773985;0.003205;0.048899;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;-0.000000;0.000000;0.153766;0.000000;62.500000;81.500000;251.500000;80.500000;0.005291;0.000000;0.303149;1;-0.041031;-0.036001;0.004806;-0.100222;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;-0.003068;-0.460194;0.153746;0.000000;63.500000;80.500000;251.500000;80.500000;0.000000;-0.792948;0.000000;1;0.710845;0.774722;0.002799;-0.113986;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;-0.003068;0.000000;0.153725;0.000000;62.500000;81.500000;251.500000;80.500000;0.005291;0.792940;0.303149;1;-0.035892;-0.045777;0.002485;-0.013304;0;Fri Jun 30 12:02:36 2023
0.000000;-0.460194;-0.003068;0.000000;0.153705;0.000000;62.500000;80.500000;251.500000;80.500000;0.000000;-0.792953;0.000000;1;-1.640602;-0.057297;0.002804;-0.148064;0;Fri Jun 30 12:02:36 2023
0.000000;0.000000;-0.003068;0.000000;0.153684;0.000000;62.500000;80.500000;251.500000;80.500000;0.000000;0.000000;0.000000;1;-0.148586;-0.045557;0.001021;-0.084150;0;Fri Jun 30 12:02:36 2023
0.003068;0.460194;-0.003068;0.000000;0.153664;0.000000;62.500000;81.500000;251.500000;80.500000;0.005291;0.792932;0.303149;1;1.456165;-0.111045;0.002223;-0.009376;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;-0.003068;0.000000;0.153644;0.000000;62.500000;81.500000;251.500000;80.500000;0.005291;0.000000;0.303149;1;-0.035810;-0.066850;0.004112;0.127370;0;Fri Jun 30 12:02:36 2023
0.003068;0.000000;-0.003068;0.000000;0.153623;0.000000;62.500000;81.500000;251.500000;80.500000;0.005291;0.000000;0.303149;1;-0.035790;0.002562;0.004810;0.263500;0;Fri Jun 30 12:02:36 2023
0.000000;-0.460194;-0.006136;-0.460194;0.153582;0.000000;62.500000;81.500000;251.500000;80.500000;0.005291;0.000000;0.303149;1;-0.888624;0.795715;0.005535;0.182853;0;Fri Jun 30 12:02:36 2023
