Starting new run: Mon Jun 12 16:28:42 2023

alphaQube;alphaDotQube;thetaQube;thetaDotQube;z;thetaTarget;p1x;p1y;p2x;p2y;alphaCam;alphaDotCam;cameraAngle;Kx;KxCam;systemTime
0.003068;0.000000;-0.000000;0.000000;0.019420;0.000000;38.500000;104.500000;230.500000;104.500000;0.000000;0.000000;0.000000;-0.029570;-0.173700;Mon Jun 12 16:28:57 2023
0.003068;0.000000;-0.000000;0.000000;0.019420;0.000000;38.500000;103.500000;231.500000;104.500000;-0.005181;-0.721857;-0.296867;-0.029570;-3.413684;Mon Jun 12 16:28:57 2023
0.003068;0.000000;-0.000000;0.000000;0.019420;0.000000;37.500000;103.500000;231.500000;104.500000;-0.005155;0.003721;-0.295336;-0.029570;-0.400413;Mon Jun 12 16:28:57 2023
0.003068;0.000000;-0.000000;0.000000;0.019420;0.000000;37.500000;104.500000;231.500000;103.500000;0.005155;1.436130;0.295336;-0.029570;6.030122;Mon Jun 12 16:28:57 2023
0.000000;-0.306796;-0.000000;0.000000;0.019420;0.000000;38.500000;103.500000;231.500000;104.500000;-0.005181;-1.439816;-0.296867;-1.447272;-6.394078;Mon Jun 12 16:28:57 2023
0.003068;0.306796;0.003068;0.306796;0.019451;0.000000;38.500000;104.500000;231.500000;104.500000;0.000000;0.721738;0.000000;0.467568;2.045944;Mon Jun 12 16:28:57 2023
0.006136;0.306796;0.006136;0.306796;0.019512;0.000000;37.500000;104.500000;231.500000;104.500000;0.000000;0.000000;0.000000;0.591795;-0.970037;Mon Jun 12 16:28:57 2023
0.006136;0.000000;0.006136;0.000000;0.019574;0.000000;36.500000;103.500000;231.500000;104.500000;-0.005128;-0.714289;-0.293822;0.074478;-3.419852;Mon Jun 12 16:28:57 2023
0.009204;0.306796;0.006136;0.000000;0.019635;0.000000;38.500000;104.500000;231.500000;104.500000;0.000000;0.714265;0.000000;1.491632;2.750728;Mon Jun 12 16:28:57 2023
0.006136;-0.306796;0.006136;0.000000;0.019696;0.000000;37.500000;105.500000;231.500000;104.500000;0.005155;0.717928;0.295336;-1.200191;3.007543;Mon Jun 12 16:28:57 2023
0.003068;-0.306796;0.006136;0.000000;0.019758;0.000000;37.500000;105.500000;231.500000;103.500000;0.010309;0.717878;0.590657;-1.344870;3.248929;Mon Jun 12 16:28:57 2023
0.006136;0.306796;0.006136;0.000000;0.019819;0.000000;37.500000;105.500000;231.500000;104.500000;0.005155;-0.717823;0.295336;1.345855;-2.953644;Mon Jun 12 16:28:57 2023
0.009204;0.306796;0.009204;0.306796;0.019911;0.000000;38.500000;105.500000;230.500000;104.500000;0.005208;0.007477;0.298413;0.713003;-0.717240;Mon Jun 12 16:28:57 2023
0.009204;0.000000;0.009204;0.000000;0.020003;0.000000;37.500000;105.500000;231.500000;105.500000;0.000000;-0.725260;0.000000;0.195412;-3.247678;Mon Jun 12 16:28:57 2023
0.006136;-0.306796;0.009204;0.000000;0.020095;0.000000;37.500000;105.500000;231.500000;104.500000;0.005155;0.717784;0.295336;-1.223113;2.984022;Mon Jun 12 16:28:57 2023
0.006136;0.000000;0.009204;0.000000;0.020187;0.000000;37.500000;105.500000;231.500000;104.500000;0.005155;0.000000;0.295336;0.049636;0.003534;Mon Jun 12 16:28:57 2023
0.009204;0.306796;0.009204;0.000000;0.020279;0.000000;38.500000;105.500000;230.500000;104.500000;0.005208;0.007477;0.298413;1.466514;0.036271;Mon Jun 12 16:28:57 2023
0.009204;0.000000;0.009204;0.000000;0.020371;0.000000;38.500000;105.500000;231.500000;104.500000;0.005181;-0.003758;0.296867;0.192119;-0.012457;Mon Jun 12 16:28:57 2023
0.006136;-0.306796;0.009204;0.000000;0.020463;0.000000;37.500000;105.500000;231.500000;104.500000;0.005155;-0.003719;0.295336;-1.226406;-0.014373;Mon Jun 12 16:28:57 2023
0.006136;0.000000;0.006136;-0.306796;0.020525;0.000000;37.500000;105.500000;231.500000;104.500000;0.005155;0.000000;0.295336;0.822776;0.776675;Mon Jun 12 16:28:57 2023
0.006136;0.000000;0.006136;0.000000;0.020586;0.000000;38.500000;104.500000;230.500000;105.500000;-0.005208;-1.442742;-0.298413;0.065423;-6.456628;Mon Jun 12 16:28:57 2023
0.006136;0.000000;0.006136;0.000000;0.020647;0.000000;37.500000;104.500000;231.500000;103.500000;0.005155;1.442725;0.295336;0.064874;6.007811;Mon Jun 12 16:28:57 2023
0.006136;0.000000;0.006136;0.000000;0.020709;0.000000;37.500000;104.500000;231.500000;104.500000;0.000000;-0.717620;0.000000;0.064325;-3.202917;Mon Jun 12 16:28:57 2023
0.006136;0.000000;0.006136;0.000000;0.020770;0.000000;38.500000;104.500000;231.500000;104.500000;0.000000;0.000000;0.000000;0.063776;-0.224483;Mon Jun 12 16:28:57 2023
0.006136;0.000000;0.006136;0.000000;0.020831;0.000000;37.500000;104.500000;231.500000;104.500000;0.000000;0.000000;0.000000;0.063228;-0.225032;Mon Jun 12 16:28:57 2023
0.009204;0.306796;0.006136;0.000000;0.020893;0.000000;37.500000;104.500000;230.500000;104.500000;0.000000;0.000000;0.000000;1.480381;-0.225581;Mon Jun 12 16:28:57 2023
0.006136;-0.306796;0.006136;0.000000;0.020954;0.000000;37.500000;105.500000;231.500000;104.500000;0.005155;0.717557;0.295336;-1.211442;2.994749;Mon Jun 12 16:28:57 2023
0.006136;0.000000;0.003068;-0.306796;0.020985;0.000000;38.500000;104.500000;231.500000;104.500000;0.000000;-0.717517;0.000000;0.838015;-2.428799;Mon Jun 12 16:28:57 2023
0.006136;0.000000;0.003068;0.000000;0.021016;0.000000;36.500000;103.500000;231.500000;103.500000;0.000000;0.000000;0.000000;0.080936;-0.207324;Mon Jun 12 16:28:57 2023
0.003068;-0.306796;-0.000000;-0.306796;0.021016;0.000000;36.500000;103.500000;231.500000;104.500000;-0.005128;-0.713734;-0.293822;-0.560607;-2.634932;Mon Jun 12 16:28:57 2023
0.003068;0.000000;-0.000000;0.000000;0.021016;0.000000;38.500000;104.500000;231.500000;103.500000;0.005181;1.434801;0.296867;-0.043839;6.011590;Mon Jun 12 16:28:57 2023
0.003068;0.000000;-0.000000;0.000000;0.021016;0.000000;38.500000;103.500000;231.500000;103.500000;0.000000;-0.721050;0.000000;-0.043839;-3.181194;Mon Jun 12 16:28:57 2023
0.006136;0.306796;-0.000000;0.000000;0.021016;0.000000;38.500000;103.500000;231.500000;104.500000;-0.005181;-0.721014;-0.296867;1.373862;-3.424454;Mon Jun 12 16:28:57 2023
0.006136;0.000000;-0.003068;-0.306796;0.020985;0.000000;38.500000;103.500000;231.500000;104.500000;-0.005181;0.000000;-0.296867;0.876724;0.345052;Mon Jun 12 16:28:57 2023
0.000000;-0.613592;-0.006136;-0.306796;0.020923;0.000000;38.500000;103.500000;231.500000;104.500000;-0.005181;0.000000;-0.296867;-1.938777;0.364955;Mon Jun 12 16:28:57 2023
-0.003068;-0.306796;-0.009204;-0.306796;0.020831;0.000000;36.500000;102.500000;231.500000;103.500000;-0.005128;0.007393;-0.293822;-0.789156;0.418321;Mon Jun 12 16:28:57 2023
-0.003068;0.000000;-0.009204;0.000000;0.020739;0.000000;38.500000;102.500000;231.500000;103.500000;-0.005181;-0.007393;-0.296867;-0.271566;-0.401537;Mon Jun 12 16:28:57 2023
0.000000;0.306796;-0.006136;0.306796;0.020678;0.000000;38.500000;102.500000;230.500000;104.500000;-0.010416;-0.728223;-0.596809;0.370526;-4.415392;Mon Jun 12 16:28:57 2023
0.003068;0.306796;-0.006136;0.000000;0.020617;0.000000;38.500000;102.500000;231.500000;103.500000;-0.005181;0.728178;-0.296867;1.272009;2.633706;Mon Jun 12 16:28:57 2023
0.006136;0.306796;-0.003068;0.306796;0.020586;0.000000;38.500000;103.500000;230.500000;103.500000;0.000000;0.720663;0.000000;0.640254;2.070038;Mon Jun 12 16:28:57 2023
0.003068;-0.306796;-0.006136;-0.306796;0.020525;0.000000;38.500000;103.500000;230.500000;103.500000;0.000000;0.000000;0.000000;-0.517507;0.611935;Mon Jun 12 16:28:57 2023
0.000000;-0.306796;-0.009204;-0.306796;0.020433;0.000000;37.500000;102.500000;231.500000;103.500000;-0.005155;-0.716876;-0.295336;-0.641459;-2.585942;Mon Jun 12 16:28:57 2023
0.000000;0.000000;-0.009204;0.000000;0.020341;0.000000;37.500000;103.500000;230.500000;103.500000;0.000000;0.716875;0.000000;-0.123869;2.852023;Mon Jun 12 16:28:57 2023
0.000000;0.000000;-0.012272;-0.306796;0.020218;0.000000;36.500000;101.500000;230.500000;103.500000;-0.010309;-1.433686;-0.590657;0.653388;-5.782432;Mon Jun 12 16:28:57 2023
0.000000;0.000000;-0.012272;0.000000;0.020095;0.000000;38.500000;102.500000;230.500000;103.500000;-0.005208;0.709344;-0.298413;-0.102319;2.597630;Mon Jun 12 16:28:57 2023
-0.003068;-0.306796;-0.012272;0.000000;0.019972;0.000000;36.500000;101.500000;231.500000;103.500000;-0.010256;-0.701970;-0.587628;-1.518923;-3.497059;Mon Jun 12 16:28:57 2023
-0.003068;0.000000;-0.012272;0.000000;0.019850;0.000000;36.500000;100.500000;231.500000;103.500000;-0.015383;-0.713012;-0.881404;-0.244253;-3.782675;Mon Jun 12 16:28:57 2023
0.003068;0.613592;-0.009204;0.306796;0.019758;0.000000;38.500000;101.500000;231.500000;103.500000;-0.010362;0.698212;-0.593717;1.815815;1.536145;Mon Jun 12 16:28:57 2023
0.003068;0.000000;-0.006136;0.306796;0.019696;0.000000;36.500000;101.500000;230.500000;103.500000;-0.010309;0.007427;-0.590657;-0.750136;-1.347738;Mon Jun 12 16:28:57 2023
0.003068;0.000000;-0.006136;0.000000;0.019635;0.000000;38.500000;102.500000;231.500000;103.500000;-0.005181;0.712977;-0.296867;0.007218;2.579388;Mon Jun 12 16:28:57 2023
0.003068;0.000000;-0.006136;0.000000;0.019574;0.000000;38.500000;102.500000;230.500000;103.500000;-0.005208;-0.003752;-0.298413;0.007767;-0.396618;Mon Jun 12 16:28:57 2023
0.006136;0.306796;-0.006136;0.000000;0.019512;0.000000;37.500000;103.500000;231.500000;103.500000;0.000000;0.724096;0.000000;1.426018;2.870054;Mon Jun 12 16:28:57 2023
0.003068;-0.306796;-0.006136;0.000000;0.019451;0.000000;38.500000;102.500000;231.500000;103.500000;-0.005181;-0.720293;-0.296867;-1.264708;-3.368759;Mon Jun 12 16:28:57 2023
